Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Profile Picture,Author Bio
Mustafa Dagteki,mustafa-dagteki,657e417ddd1607d81552fa40,657e417edd1607d81552fb28,657e417ddd1607d81552fa5e,Sun Dec 13 2015 03:37:35 GMT+0000 (Coordinated Universal Time),Sun Dec 17 2023 00:54:20 GMT+0000 (Coordinated Universal Time),Sun Dec 17 2023 02:46:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/657e417ddd1607d81552fa3c/657e43388d8a31490716ef5d_mkd.png,Mustafa Dagteki is a strategic and accomplished Economist-Data/BI Analyst with an extensive over 20-year professional business background.
